red,cardinal,carmine,carnation,cherry,cinnabar,crimson,damask,grenadine,maroon,mulberry,oxblood,rose,rosy,ruby,scarlet,strawberry,vermilion,wine
pink,coral,salmon,fuschia,magenta,raspberry
orange,amber,burnt sienna,ochre,peach,tangerine,terracotta,rust
yellow,butternut,canary yellow,champagne,citron,daffodil,gold,golden,lemon,maize,mustard,saffron,straw,topaz,tortoiseshell
green,apple,aqua,aquamarine,avocado,celadon,chartreuse,citron,cyan,jade,lime,Nile green,olive,pea green,pistachio,sea green,teal,turquoise
blue,aquamarine,azure,cerulean,cobalt blue,cyan,duck-egg,electric blue,gentian blue,indigo,lapis lazuli,midnight blue,navy,peacock,periwinkle,sapphire,sky blue
purple,amethyst,aubergine,carmine,claret,gentian,gentian blue,heather,indigo,lavender,lilac,mauve,mulberry,pansy,peach-blow,periwinkle,plum,puceviolet,wine
brown,almond,beige,café au lait,camel,chestnut,chocolate,cinnabar,cinnamon,cocoa,coffee,fawn,hazel,henna,khaki,mahogany,mocha,tan,taupe,tawny
white,cream,eggshell,pearl,platinum
gray,grey,pewter,ash,charcoal,ivory,silver,slate,steel,stone
black,ebony,gunmetal,jet
